dataset,type,model,rho,r
1LJL_A,Enzyme,LG,0.9999063184236779,0.9997345687430552
1LJL_A,Enzyme,WAG,0.9999083112911387,0.9985122686084651
1LJL_A,Enzyme,JTT,0.9998963522985373,0.9999888394431902
1LJL_A,Enzyme,gcpREV,0.9998664540562089,0.9997106581844074
1LJL_A,Enzyme,mtMet,0.9996197786468538,0.9971218138178064
1LJL_A,Enzyme,HIVb,0.999844030374835,0.9996762950234114
1LJL_A,Enzyme,JC,0.9997193403444491,0.9993134338067506
1MBB_A,Enzyme,LG,0.9998593223196931,0.9999596794018836
1MBB_A,Enzyme,WAG,0.9999133596831526,0.9998970724419225
1MBB_A,Enzyme,JTT,0.9998175918183188,0.9997009847299773
1MBB_A,Enzyme,gcpREV,0.9997870593439164,0.9997256097877093
1MBB_A,Enzyme,mtMet,0.999511328634075,0.9997767352234161
1MBB_A,Enzyme,HIVb,0.9997171583238876,0.9999492468699119
1MBB_A,Enzyme,JC,0.9996401419433062,0.9992512889642774
1MHY_D,Enzyme,LG,0.9996581316517889,0.9997855373712485
1MHY_D,Enzyme,WAG,0.9997026595383585,0.9999634558330297
1MHY_D,Enzyme,JTT,0.9995925550113776,0.9998705542242142
1MHY_D,Enzyme,gcpREV,0.9994508355136141,0.9998382079822146
1MHY_D,Enzyme,mtMet,0.9994722535797924,0.9999027461074589
1MHY_D,Enzyme,HIVb,0.9995341019259839,0.9998928362306809
1MHY_D,Enzyme,JC,0.9998434959412779,0.9999378540525805
1MQW_A,Enzyme,LG,0.9996986052406287,0.999987284542511
1MQW_A,Enzyme,WAG,0.999784510084988,0.9997214076149762
1MQW_A,Enzyme,JTT,0.9997189804943516,0.9997831615936392
1MQW_A,Enzyme,gcpREV,0.9996108378036074,0.999803682546276
1MQW_A,Enzyme,mtMet,0.9992673949189582,0.9985929337476277
1MQW_A,Enzyme,HIVb,0.9997225091599169,0.999350131033363
1MQW_A,Enzyme,JC,0.9995326127599582,0.9996693793245084
1NBA_A,Enzyme,LG,0.9995442916451148,0.9996768057828945
1NBA_A,Enzyme,WAG,0.9994621771657589,0.998842427891532
1NBA_A,Enzyme,JTT,0.9992902669009827,0.9994333735397974
1NBA_A,Enzyme,gcpREV,0.9992156747231011,0.9997093094903476
1NBA_A,Enzyme,mtMet,0.9988854627066525,0.9993250238445814
1NBA_A,Enzyme,HIVb,0.9993505262543882,0.9994209102376254
1NBA_A,Enzyme,JC,0.996369774030814,0.9991406629366892
1NIR_A,Enzyme,LG,0.9997304703057175,0.9986122653303721
1NIR_A,Enzyme,WAG,0.9984767007142048,0.9989342172625817
1NIR_A,Enzyme,JTT,0.9995148902176264,0.9997281577020144
1NIR_A,Enzyme,gcpREV,0.9992376517342517,0.9990891320020177
1NIR_A,Enzyme,mtMet,0.9985426065426691,0.9994420259450145
1NIR_A,Enzyme,HIVb,0.9996829431050591,0.9999051776926026
1NIR_A,Enzyme,JC,0.9997261103058651,0.999872279767164
1NU3_A,Enzyme,LG,0.9986494927018347,0.9997035312409787
1NU3_A,Enzyme,WAG,0.9994706699539309,0.9999399922776795
1NU3_A,Enzyme,JTT,0.9991727847557759,0.9999017384563225
1NU3_A,Enzyme,gcpREV,0.9991038718011049,0.999667296420042
1NU3_A,Enzyme,mtMet,0.9921776761074541,0.9996053147148071
1NU3_A,Enzyme,HIVb,0.9989602840591085,0.9990790933977972
1NU3_A,Enzyme,JC,0.9992762820801893,0.9994527071913569
1OAC_A,Enzyme,LG,0.9993363008553018,0.9995040036924882
1OAC_A,Enzyme,WAG,0.9994145258890402,0.9998903275476324
1OAC_A,Enzyme,JTT,0.9993953381509638,0.999769895032352
1OAC_A,Enzyme,gcpREV,0.9992338144045035,0.9998020627771935
1OAC_A,Enzyme,mtMet,0.9989695027160685,0.9998555629567112
1OAC_A,Enzyme,HIVb,0.9992493070067857,0.9997809620195378
1OAC_A,Enzyme,JC,0.9983630316948839,0.9988713311675784
1OH9_A,Enzyme,LG,0.9996036485812724,0.9999395036523446
1OH9_A,Enzyme,WAG,0.9996507738517257,0.999874718061445
1OH9_A,Enzyme,JTT,0.9993728442896844,0.9995251173933378
1OH9_A,Enzyme,gcpREV,0.9993092866875223,0.9993282361933191
1OH9_A,Enzyme,mtMet,0.9992552627319216,0.9993333477994786
1OH9_A,Enzyme,HIVb,0.9991937283555985,0.9997756476353475
1OH9_A,Enzyme,JC,0.9997885708671967,0.9997229290333609
1OPM_A,Enzyme,LG,0.9971159340408926,0.9991643389859349
1OPM_A,Enzyme,WAG,0.9990427177297087,0.9995535838508556
1OPM_A,Enzyme,JTT,0.9986170676918342,0.9993111441734699
1OPM_A,Enzyme,gcpREV,0.9985482917475791,0.9993799610113159
1OPM_A,Enzyme,mtMet,0.9954631237551823,0.9979926798720743
1OPM_A,Enzyme,HIVb,0.9979187315798045,0.9991757912652144
1OPM_A,Enzyme,JC,0.9954216803838194,0.9991165060664521
1OS7_A,Enzyme,LG,0.9992382435105143,0.9997256906930649
1OS7_A,Enzyme,WAG,0.9994476631418605,0.9999763745308696
1OS7_A,Enzyme,JTT,0.999251949609389,0.999813995272798
1OS7_A,Enzyme,gcpREV,0.9992261027940768,0.9997623597390608
1OS7_A,Enzyme,mtMet,0.9989770478570559,0.9980265336262417
1OS7_A,Enzyme,HIVb,0.9985459345361348,0.9998091787420804
1OS7_A,Enzyme,JC,0.999543699809836,0.9992130342377555
1PMA_B,Enzyme,LG,0.9988709432252005,0.9998565146546324
1PMA_B,Enzyme,WAG,0.9991062297908092,0.9998868753732288
1PMA_B,Enzyme,JTT,0.9989244038640073,0.9998267861970436
1PMA_B,Enzyme,gcpREV,0.9990220488341683,0.9998417307172608
1PMA_B,Enzyme,mtMet,0.9988094032903287,0.9998057880485117
1PMA_B,Enzyme,HIVb,0.998966793260014,0.9998228502822225
1PMA_B,Enzyme,JC,0.9991750502315764,0.9999369514799703
1POW_A,Enzyme,LG,0.9997359692492801,0.9999705714991245
1POW_A,Enzyme,WAG,0.9997481001071823,0.9998827654873135
1POW_A,Enzyme,JTT,0.999759734346534,0.9999854328936661
1POW_A,Enzyme,gcpREV,0.9996975194619678,0.9999336875463903
1POW_A,Enzyme,mtMet,0.9996265327631454,0.9994647734028091
1POW_A,Enzyme,HIVb,0.9997654906855568,0.999963467791378
1POW_A,Enzyme,JC,0.9998215973482049,0.9998231833812704
1QAZ_A,Enzyme,LG,0.9976272360952083,0.9997906093687601
1QAZ_A,Enzyme,WAG,0.9979024528658654,0.9997382247191362
1QAZ_A,Enzyme,JTT,0.9981937216325386,0.9997842295642625
1QAZ_A,Enzyme,gcpREV,0.9971906605144757,0.99922461714454
1QAZ_A,Enzyme,mtMet,0.9967421624179491,0.9994377397945684
1QAZ_A,Enzyme,HIVb,0.9975354971805258,0.9997176966500202
1QAZ_A,Enzyme,JC,0.9983868320362596,0.999306867311015
1QFM_A,Enzyme,LG,0.999484499544352,0.999730766883978
1QFM_A,Enzyme,WAG,0.9996973271736027,0.9997484441438822
1QFM_A,Enzyme,JTT,0.9995639005525088,0.9997081367688283
1QFM_A,Enzyme,gcpREV,0.9998096179979408,0.9998667479174416
1QFM_A,Enzyme,mtMet,0.9995528243906922,0.99978436068217
1QFM_A,Enzyme,HIVb,0.9996274804258334,0.9998435394339075
1QFM_A,Enzyme,JC,0.9996682610632548,0.999675228008922
1QI9_A,Enzyme,LG,0.999240036443075,0.9996115837680511
1QI9_A,Enzyme,WAG,0.9978979728398786,0.9995547913380588
1QI9_A,Enzyme,JTT,0.9978123025576451,0.9995972247492373
1QI9_A,Enzyme,gcpREV,0.9970473379755808,0.9994532041193167
1QI9_A,Enzyme,mtMet,0.9989803839104532,0.9988134722242212
1QI9_A,Enzyme,HIVb,0.9967783472612194,0.9996341375472085
1QI9_A,Enzyme,JC,0.9981135555106422,0.9993816431216234
1QJE_A,Enzyme,LG,0.9989513999099048,0.9994251294448474
1QJE_A,Enzyme,WAG,0.9990399014729314,0.9996482104023829
1QJE_A,Enzyme,JTT,0.9995433149797515,0.9999186022681968
1QJE_A,Enzyme,gcpREV,0.9992668580646986,0.9998490428269661
1QJE_A,Enzyme,mtMet,0.9928743778365726,0.9989647539874938
1QJE_A,Enzyme,HIVb,0.9973399985941475,0.9994069185906556
1QJE_A,Enzyme,JC,0.9995966548346338,0.9997163862049717
1QRG_A,Enzyme,LG,0.9989281869367598,0.9990644192926802
1QRG_A,Enzyme,WAG,0.9993397271013199,0.9999033525878349
1QRG_A,Enzyme,JTT,0.9987211829483408,0.9994571559910518
1QRG_A,Enzyme,gcpREV,0.9987517606574452,0.9995091512846004
1QRG_A,Enzyme,mtMet,0.9961402241712134,0.9992304123694704
1QRG_A,Enzyme,HIVb,0.9984115616970471,0.9998701123259207
1QRG_A,Enzyme,JC,0.9975863918353575,0.9991304216208992
1REQ_A,Enzyme,LG,0.9996803247097278,0.9997758458457741
1REQ_A,Enzyme,WAG,0.9998605881108986,0.9999064998784016
1REQ_A,Enzyme,JTT,0.9997570553275127,0.9997599027380752
1REQ_A,Enzyme,gcpREV,0.9998383769399888,0.9995015017986331
1REQ_A,Enzyme,mtMet,0.9996651880191516,0.9993728598995237
1REQ_A,Enzyme,HIVb,0.9997650478154914,0.9998643717363594
1REQ_A,Enzyme,JC,0.9996626318415479,0.9996443534103086
1S3I_A,Enzyme,LG,0.9997497244071435,0.9993927716203657
1S3I_A,Enzyme,WAG,0.999873977869429,0.9997420650691984
1S3I_A,Enzyme,JTT,0.9998001832441914,0.9999207749506749
1S3I_A,Enzyme,gcpREV,0.9997181746150785,0.9996863481114394
1S3I_A,Enzyme,mtMet,0.9991130072430278,0.9981875054000459
1S3I_A,Enzyme,HIVb,0.9996170158492227,0.9997290136824178
1S3I_A,Enzyme,JC,0.9998582581407515,0.9999281806911283
1S95_A,Enzyme,LG,0.9987761181223098,0.9991971268263643
1S95_A,Enzyme,WAG,0.997667639563524,0.9980033419806268
1S95_A,Enzyme,JTT,0.9972699942829417,0.9992592771641959
1S95_A,Enzyme,gcpREV,0.9973632041559521,0.9991503174395855
1S95_A,Enzyme,mtMet,0.9977831109642875,0.9990635752860524
1S95_A,Enzyme,HIVb,0.9982379355571617,0.9993530517250507
1S95_A,Enzyme,JC,0.9980542963636458,0.9981628888081494
1SML_A,Enzyme,LG,0.9990960765555416,0.999598153110136
1SML_A,Enzyme,WAG,0.9991479393568568,0.9997192646556449
1SML_A,Enzyme,JTT,0.999029516214581,0.9998960281576599
1SML_A,Enzyme,gcpREV,0.9992175895934816,0.9999583481435922
1SML_A,Enzyme,mtMet,0.9901944235428805,0.9965042030622308
1SML_A,Enzyme,HIVb,0.9988450469333007,0.9999570147761584
1SML_A,Enzyme,JC,0.9996552260451212,0.9992765557424875
1SMN_A,Enzyme,LG,0.998750995226684,0.9997267665551127
1SMN_A,Enzyme,WAG,0.9988625508296893,0.9997915903151584
1SMN_A,Enzyme,JTT,0.9987622030657761,0.9996909296000777
1SMN_A,Enzyme,gcpREV,0.9987073860160075,0.9999065801676229
1SMN_A,Enzyme,mtMet,0.9986859875509139,0.999575165614348
1SMN_A,Enzyme,HIVb,0.9987779543334354,0.9998250718974017
1SMN_A,Enzyme,JC,0.9991188956116346,0.9993841456539714
1STC_E,Enzyme,LG,0.9980826738475974,0.9989671300516761
1STC_E,Enzyme,WAG,0.9978830651967541,0.9985353014759368
1STC_E,Enzyme,JTT,0.9980601432823342,0.9992110559820562
1STC_E,Enzyme,gcpREV,0.997718594404236,0.998735552168959
1STC_E,Enzyme,mtMet,0.9982417882466876,0.9984324958919474
1STC_E,Enzyme,HIVb,0.997982877351255,0.9990047655496027
1STC_E,Enzyme,JC,0.9981112559290561,0.9990185907280262
1TAH_B,Enzyme,LG,0.9990053356970917,0.9998974108680034
1TAH_B,Enzyme,WAG,0.9991032917465212,0.9999290019644285
1TAH_B,Enzyme,JTT,0.9989922491987459,0.9997501545332245
1TAH_B,Enzyme,gcpREV,0.9990156791253672,0.9999110641265532
1TAH_B,Enzyme,mtMet,0.9986838167380626,0.9991224959370403
1TAH_B,Enzyme,HIVb,0.9989823842356342,0.9998326981315258
1TAH_B,Enzyme,JC,0.9993725637152948,0.9997742710175049
1TLP_E,Enzyme,LG,0.9978151901707711,0.9996692878423861
1TLP_E,Enzyme,WAG,0.9993099366568968,0.9998248765453528
1TLP_E,Enzyme,JTT,0.9989838480751783,0.999417458134277
1TLP_E,Enzyme,gcpREV,0.9989432830892906,0.999852468497904
1TLP_E,Enzyme,mtMet,0.9963199655543603,0.9994995067029132
1TLP_E,Enzyme,HIVb,0.9986424175151214,0.9998032749343705
1TLP_E,Enzyme,JC,0.9994721396408586,0.9994056760417936
1TRK_B,Enzyme,LG,0.9997266310403359,0.9997815273707711
1TRK_B,Enzyme,WAG,0.9997829898714174,0.9998698158281767
1TRK_B,Enzyme,JTT,0.9997091701531657,0.9999521668369643
1TRK_B,Enzyme,gcpREV,0.9997332027227385,0.999940473674064
1TRK_B,Enzyme,mtMet,0.9996323471623072,0.9991579761263477
1TRK_B,Enzyme,HIVb,0.9996554910370169,0.9999166643401233
1TRK_B,Enzyme,JC,0.9997808017345177,0.9998718618285931
1TYF_A,Enzyme,LG,0.9998135921753275,0.9999371137089282
1TYF_A,Enzyme,WAG,0.9998046802474546,0.9997413029913778
1TYF_A,Enzyme,JTT,0.9998707770458446,0.9999294527286535
1TYF_A,Enzyme,gcpREV,0.9998239894245124,0.9998971384165546
1TYF_A,Enzyme,mtMet,0.9997950256589258,0.999908233311087
1TYF_A,Enzyme,HIVb,0.9998269600671367,0.9998862735156164
1TYF_A,Enzyme,JC,0.9998887864636666,0.9999693329327355
1UAQ_A,Enzyme,LG,0.9998109539025648,0.9998567785342134
1UAQ_A,Enzyme,WAG,0.9997239424925174,0.9997328718163793
1UAQ_A,Enzyme,JTT,0.9973426278936575,0.999053267940898
1UAQ_A,Enzyme,gcpREV,0.9968339536864058,0.999058216831151
1UAQ_A,Enzyme,mtMet,0.9969262965948531,0.9989599396359503
1UAQ_A,Enzyme,HIVb,0.9997927637823512,0.9998711641770862
1UAQ_A,Enzyme,JC,0.9993992991058271,0.9999695563535769
1UQT_A,Enzyme,LG,0.9982310616393197,0.9992744607693604
1UQT_A,Enzyme,WAG,0.9979358576938353,0.9992181645277127
1UQT_A,Enzyme,JTT,0.9990049980865799,0.9996186508808858
1UQT_A,Enzyme,gcpREV,0.9947771375281774,0.998402442027964
1UQT_A,Enzyme,mtMet,0.996379790519839,0.9978327738142457
1UQT_A,Enzyme,HIVb,0.9967133499880804,0.9995285014059792
1UQT_A,Enzyme,JC,0.9997689269046388,0.9995503283025267
1W0H_A,Enzyme,LG,0.9973434815125515,0.9981080586383769
1W0H_A,Enzyme,WAG,0.9974587340311966,0.9988976890505274
1W0H_A,Enzyme,JTT,0.9967031383023666,0.9995066140851533
1W0H_A,Enzyme,gcpREV,0.9964946395122322,0.9990653743217273
1W0H_A,Enzyme,mtMet,0.9964596188130702,0.9996274747432449
1W0H_A,Enzyme,HIVb,0.9939174789308638,0.9997277083723611
1W0H_A,Enzyme,JC,0.9877528349698816,0.9981618015829112
1WGI_A,Enzyme,LG,0.9996227424841431,0.9996532777702472
1WGI_A,Enzyme,WAG,0.999694117999244,0.999474848200839
1WGI_A,Enzyme,JTT,0.9997355630111479,0.9998503323510427
1WGI_A,Enzyme,gcpREV,0.9991020886686227,0.9996043723383163
1WGI_A,Enzyme,mtMet,0.999526010624469,0.9995647940770637
1WGI_A,Enzyme,HIVb,0.999755121138862,0.9999526268597853
1WGI_A,Enzyme,JC,0.9996574671840356,0.9996967587895565
1YCF_A,Enzyme,LG,0.9994635293514093,0.9997515780602245
1YCF_A,Enzyme,WAG,0.9996118546190963,0.9994229532937337
1YCF_A,Enzyme,JTT,0.9994585977231156,0.9989153844576659
1YCF_A,Enzyme,gcpREV,0.9995137693124342,0.9999157254309408
1YCF_A,Enzyme,mtMet,0.9994968345672145,0.9998287501671075
1YCF_A,Enzyme,HIVb,0.9994140135639061,0.9998787463876836
1YCF_A,Enzyme,JC,0.9993462682231629,0.9996297118395617
1YON_A,Enzyme,LG,0.998607353775404,0.999397357535427
1YON_A,Enzyme,WAG,0.9989506585921263,0.9996293054213389
1YON_A,Enzyme,JTT,0.9986430620632265,0.9998232594355516
1YON_A,Enzyme,gcpREV,0.9982497556192478,0.9993459131463395
1YON_A,Enzyme,mtMet,0.9978746040565613,0.9988154536611463
1YON_A,Enzyme,HIVb,0.9982876555932244,0.9997387373163529
1YON_A,Enzyme,JC,0.9985314431106496,0.998219425327158
1YVE_I,Enzyme,LG,0.9970923493039466,0.9993898646273627
1YVE_I,Enzyme,WAG,0.9971799571864974,0.9993197826582486
1YVE_I,Enzyme,JTT,0.9971550195957302,0.9995113405871312
1YVE_I,Enzyme,gcpREV,0.9963938126549706,0.9991653701310508
1YVE_I,Enzyme,mtMet,0.9963942431663347,0.9989686846866331
1YVE_I,Enzyme,HIVb,0.9964615463905634,0.9990085938009355
1YVE_I,Enzyme,JC,0.9924605409907469,0.998836382702818
1ZE1_A,Enzyme,LG,0.9992678419116112,0.9998791674332703
1ZE1_A,Enzyme,WAG,0.9968933518814025,0.9994937785196311
1ZE1_A,Enzyme,JTT,0.9992252075226264,0.9996577382631233
1ZE1_A,Enzyme,gcpREV,0.998006103639866,0.9995320009656756
1ZE1_A,Enzyme,mtMet,0.9991511203332546,0.9987725038318651
1ZE1_A,Enzyme,HIVb,0.9992841548492771,0.9995507729354772
1ZE1_A,Enzyme,JC,0.99718682241549,0.9993059301341896
206L_A,Enzyme,LG,0.9970420025485057,0.9998846680513657
206L_A,Enzyme,WAG,0.996965313041627,0.9987154283492485
206L_A,Enzyme,JTT,0.9979434229209962,0.999852624483683
206L_A,Enzyme,gcpREV,0.9982741277824133,0.9990279099250065
206L_A,Enzyme,mtMet,0.9928794437117507,0.9997233914537591
206L_A,Enzyme,HIVb,0.9974039035034731,0.9983961470950146
206L_A,Enzyme,JC,0.9977523766188494,0.9997564055851091
2DOR_A,Enzyme,LG,0.9970767209912511,0.9994674926877198
2DOR_A,Enzyme,WAG,0.9968276188099976,0.9997443046116863
2DOR_A,Enzyme,JTT,0.9931922341717667,0.9989453403491433
2DOR_A,Enzyme,gcpREV,0.9957949910977645,0.9996232326664483
2DOR_A,Enzyme,mtMet,0.9953937336604004,0.998020472015371
2DOR_A,Enzyme,HIVb,0.9952270300826762,0.998984418391863
2DOR_A,Enzyme,JC,0.9953012203940914,0.9990471293369756
2JCW_A,Enzyme,LG,0.999697083534061,0.9998989131817997
2JCW_A,Enzyme,WAG,0.9997862368930003,0.9998017294526131
2JCW_A,Enzyme,JTT,0.9996175681372411,0.9999163994703172
2JCW_A,Enzyme,gcpREV,0.9991420813952205,0.9999546885549724
2JCW_A,Enzyme,mtMet,0.99978084455167,0.9998277158606691
2JCW_A,Enzyme,HIVb,0.9996447615174833,0.9999741196787912
2JCW_A,Enzyme,JC,0.9985120958613232,0.9999434235514915
3CSM_A,Enzyme,LG,0.9986178871436446,0.9998640763568423
3CSM_A,Enzyme,WAG,0.9981235627707244,0.9993695221375489
3CSM_A,Enzyme,JTT,0.9988753579482765,0.9997358893640507
3CSM_A,Enzyme,gcpREV,0.9980777820381971,0.9994719265498525
3CSM_A,Enzyme,mtMet,0.9974032937480649,0.9995283753685508
3CSM_A,Enzyme,HIVb,0.9975671610166069,0.9990262284802249
3CSM_A,Enzyme,JC,0.9895638165828642,0.9978480720727185
3ECA_A,Enzyme,LG,0.9996550299191949,0.999843924536756
3ECA_A,Enzyme,WAG,0.9996888459996285,0.999932370281592
3ECA_A,Enzyme,JTT,0.9996462095493377,0.9997930055685623
3ECA_A,Enzyme,gcpREV,0.9996329647054015,0.9999004043691452
3ECA_A,Enzyme,mtMet,0.9993467777332231,0.9998570144730746
3ECA_A,Enzyme,HIVb,0.9997239262508159,0.9999137526326892
3ECA_A,Enzyme,JC,0.9993120604173538,0.998594503289566
3PVA_A,Enzyme,LG,0.9996445457498755,0.9995302009486479
3PVA_A,Enzyme,WAG,0.9991775076630458,0.9994788427193771
3PVA_A,Enzyme,JTT,0.9996653949459835,0.9996555716120727
3PVA_A,Enzyme,gcpREV,0.9993232828988124,0.99947990905165085
3PVA_A,Enzyme,mtMet,0.9964332634871617,0.9991081947860534
3PVA_A,Enzyme,HIVb,0.999542110845283,0.9998453012267382
3PVA_A,Enzyme,JC,0.9995978341332452,0.9995237676691676
7ATJ_A,Enzyme,LG,0.9998023219162573,0.9988911735888499
7ATJ_A,Enzyme,WAG,0.9998401356441037,0.9997934106409296
7ATJ_A,Enzyme,JTT,0.9998690636927171,0.9998456656706621
7ATJ_A,Enzyme,gcpREV,0.9996345673729606,0.9979654824823576
7ATJ_A,Enzyme,mtMet,0.9996681458190013,0.999568210137807
7ATJ_A,Enzyme,HIVb,0.9997439131340954,0.9992355092002885
7ATJ_A,Enzyme,JC,0.9997709097714697,0.9998720006142153
ACCD,Chloroplast,LG,0.9974206227637257,0.9988660399578804
ACCD,Chloroplast,WAG,0.9978245318435679,0.997842492818016
ACCD,Chloroplast,JTT,0.9976620719792192,0.9992248244584243
ACCD,Chloroplast,gcpREV,0.9959618155123668,0.9992341884430315
ACCD,Chloroplast,mtMet,0.9961738506295355,0.9989036885981865
ACCD,Chloroplast,HIVb,0.9981910244717292,0.9991548466220753
ACCD,Chloroplast,JC,0.997112419617713,0.9994455947330543
ATP6,Mitochondria,LG,0.9709935014057528,0.994696111106724
ATP6,Mitochondria,WAG,0.9721232057431433,0.9947816821527193
ATP6,Mitochondria,JTT,0.9817508044135104,0.9971680138283323
ATP6,Mitochondria,gcpREV,0.9654990904825012,0.994078045649134
ATP6,Mitochondria,mtMet,0.9809480731867338,0.996335980775891
ATP6,Mitochondria,HIVb,0.9775946097366776,0.9982591473865126
ATP6,Mitochondria,JC,0.9837132442859837,0.9908473392391169
ATP8,Mitochondria,LG,0.9922749708162014,0.99867366229461485
ATP8,Mitochondria,WAG,0.9953907199700857,0.9994805190914383
ATP8,Mitochondria,JTT,0.9770577582637399,0.9975835043316877
ATP8,Mitochondria,gcpREV,0.9953910306160668,0.999441253991936
ATP8,Mitochondria,mtMet,0.9957843291537827,0.9989008892405162
ATP8,Mitochondria,HIVb,0.9920392028748773,0.9998315566593998
ATP8,Mitochondria,JC,0.9930420266836294,0.9963076343228684
ATPA,Chloroplast,LG,0.9999912347344673,0.999960226485895
ATPA,Chloroplast,WAG,0.9999942140609284,0.999961587694386
ATPA,Chloroplast,JTT,0.9999894212307904,0.9999659356650062
ATPA,Chloroplast,gcpREV,0.9999915801608099,0.9999949377196334
ATPA,Chloroplast,mtMet,0.9999964161721457,0.9999865843244126
ATPA,Chloroplast,HIVb,0.9999933288978969,0.9999505827725553
ATPA,Chloroplast,JC,0.9999939333932972,0.9999858095858004
ATPB,Chloroplast,LG,0.9999513452120244,0.999625886501018
ATPB,Chloroplast,WAG,0.9999547779050691,0.9997685789442626
ATPB,Chloroplast,JTT,0.9999585256937144,0.9995636319694743
ATPB,Chloroplast,gcpREV,0.9999844284748045,0.9999771665585375
ATPB,Chloroplast,mtMet,0.9999880270037828,0.9999554391652907
ATPB,Chloroplast,HIVb,0.9999857053706612,0.9998848977259076
ATPB,Chloroplast,JC,0.9999001862399959,0.9998287089736805
ATPE,Chloroplast,LG,0.9998924222529726,0.9999126742800619
ATPE,Chloroplast,WAG,0.9998423175488776,0.9999682710940107
ATPE,Chloroplast,JTT,0.9998865275829885,0.9997988791951662
ATPE,Chloroplast,gcpREV,0.9998172654661206,0.9998476414948256
ATPE,Chloroplast,mtMet,0.9998725276444569,0.9999231576742775
ATPE,Chloroplast,HIVb,0.9999027380706772,0.9999237055584776
ATPE,Chloroplast,JC,0.9998636850286876,0.9997944762839364
ATPF,Chloroplast,LG,0.9999383488482285,0.9999467371366724
ATPF,Chloroplast,WAG,0.9999289671829383,0.9999624448782365
ATPF,Chloroplast,JTT,0.9999175750722459,0.9998815691778961
ATPF,Chloroplast,gcpREV,0.9999410293856829,0.9999630296541134
ATPF,Chloroplast,mtMet,0.9999117673535439,0.9999800660274595
ATPF,Chloroplast,HIVb,0.9999519746571394,0.9999819287334547
ATPF,Chloroplast,JC,0.9999508572082724,0.9999129361670752
ATPH,Chloroplast,LG,0.9999856686300644,0.9999997066048033
ATPH,Chloroplast,WAG,1,0.9999998124293211
ATPH,Chloroplast,JTT,0.9999964171767711,0.9999997394645638
ATPH,Chloroplast,gcpREV,1,0.9999997946576847
ATPH,Chloroplast,mtMet,0.9999820858581823,0.9999991737551907
ATPH,Chloroplast,HIVb,0.9999856687327576,0.9999995408218718
ATPH,Chloroplast,JC,0.9999964170740752,0.9999942972479158
ATPI,Chloroplast,LG,0.9997844163793571,0.9999755124537438
ATPI,Chloroplast,WAG,0.9996726381461046,0.9999434064944472
ATPI,Chloroplast,JTT,0.9998189096997336,0.9999747209149172
ATPI,Chloroplast,gcpREV,0.9998311125776752,0.9997646695302148
ATPI,Chloroplast,mtMet,0.9998734157855398,0.9999284459905785
ATPI,Chloroplast,HIVb,0.9997082706174951,0.9999760807944109
ATPI,Chloroplast,JC,0.9998906621942091,0.9998078521890027
CCSA,Chloroplast,LG,0.9998906611352256,0.9998932729775187
CCSA,Chloroplast,WAG,0.9999134335562558,0.9998792824794196
CCSA,Chloroplast,JTT,0.9999111719208086,0.99978960333287
CCSA,Chloroplast,gcpREV,0.9999126147151237,0.9999245302274687
CCSA,Chloroplast,mtMet,0.9998681617177275,0.9998410411313928
CCSA,Chloroplast,HIVb,0.9998793139652077,0.9999393898491515
CCSA,Chloroplast,JC,0.9998945213369803,0.9997990918997436
CEMA,Chloroplast,LG,0.9948465640825517,0.9988914818290984
CEMA,Chloroplast,WAG,0.99624330190824,0.9997626405462005
CEMA,Chloroplast,JTT,0.9950682367362185,0.9996494625451473
CEMA,Chloroplast,gcpREV,0.9969670248590221,0.9998249812763699
CEMA,Chloroplast,mtMet,0.9946084559243863,0.9997273695459113
CEMA,Chloroplast,HIVb,0.9961052969170268,0.9998363885792416
CEMA,Chloroplast,JC,0.9967923070264416,0.9998794413751663
CLPP,Chloroplast,LG,0.9994428951476375,0.9999378782292596
CLPP,Chloroplast,WAG,0.9982708372376888,0.9995897633542765
CLPP,Chloroplast,JTT,0.9988507883589179,0.9999360444139567
CLPP,Chloroplast,gcpREV,0.9994467199735324,0.999912243914933
CLPP,Chloroplast,mtMet,0.9979887659657332,0.9998280909490276
CLPP,Chloroplast,HIVb,0.9977939837634474,0.9998455731415402
CLPP,Chloroplast,JC,0.9996123627136839,0.9978059208548705
COX1,Mitochondria,LG,0.9997507591325432,0.9997173100081621
COX1,Mitochondria,WAG,0.9988731416306911,0.9993364586933592
COX1,Mitochondria,JTT,0.9996877752087762,0.9996888320908134
COX1,Mitochondria,gcpREV,0.9992770236703948,0.9997222886500627
COX1,Mitochondria,mtMet,0.9996011950719754,0.9994619180330174
COX1,Mitochondria,HIVb,0.9996837797054712,0.9997417506553523
COX1,Mitochondria,JC,0.9990886012981811,0.9993001008994633
COX2,Mitochondria,LG,0.9973724261484521,0.9990760758736318
COX2,Mitochondria,WAG,0.9978292687962781,0.999812958578431
COX2,Mitochondria,JTT,0.9977092491192942,0.9996393987939551
COX2,Mitochondria,gcpREV,0.9951593262116913,0.9994274165167755
COX2,Mitochondria,mtMet,0.9979671208393998,0.9997944241301078
COX2,Mitochondria,HIVb,0.9968291567574109,0.9995517215622124
COX2,Mitochondria,JC,0.9975838130763313,0.9989725067320347
COX3,Mitochondria,LG,0.9898064291451427,0.9981020676628737
COX3,Mitochondria,WAG,0.986995094355588,0.9982101922310991
COX3,Mitochondria,JTT,0.991525969727662,0.9988538072775454
COX3,Mitochondria,gcpREV,0.9934846909966043,0.9976609357094595
