dataset,type,model,rho
1YCF_A,Enzyme,LG,0.9994305459747386
1YCF_A,Enzyme,WAG,0.9996984331514628
1YCF_A,Enzyme,JTT,0.9994904343472839
1YCF_A,Enzyme,mtVer,0.9982831646800822
1YCF_A,Enzyme,gcpREV,0.999418998016425
1YCF_A,Enzyme,JC69,0.9991963517121084
1YON_A,Enzyme,LG,0.9987292994643651
1YON_A,Enzyme,WAG,0.9987893930955509
1YON_A,Enzyme,JTT,0.9982010235598329
1YON_A,Enzyme,mtVer,0.9992692516843716
1YON_A,Enzyme,gcpREV,0.9985832458594049
1YON_A,Enzyme,JC69,0.9985017901563995
1YVE_I,Enzyme,LG,0.99719473407675
1YVE_I,Enzyme,WAG,0.9968835349539317
1YVE_I,Enzyme,JTT,0.9966993192945675
1YVE_I,Enzyme,mtVer,0.9966197538492149
1YVE_I,Enzyme,gcpREV,0.9969977293025704
1YVE_I,Enzyme,JC69,0.9887971645894302
1ZE1_A,Enzyme,LG,0.9992203101246733
1ZE1_A,Enzyme,WAG,0.9974152491277625
1ZE1_A,Enzyme,JTT,0.9988449600599348
1ZE1_A,Enzyme,mtVer,0.9981160199277453
1ZE1_A,Enzyme,gcpREV,0.998970310586569
1ZE1_A,Enzyme,JC69,0.997776744591346
206L_A,Enzyme,LG,0.9950769274424658
206L_A,Enzyme,WAG,0.9965921777993035
206L_A,Enzyme,JTT,0.9974156695494629
206L_A,Enzyme,mtVer,0.9993186881599722
206L_A,Enzyme,gcpREV,0.9981038000626641
206L_A,Enzyme,JC69,0.9977613253756106
2DOR_A,Enzyme,LG,0.9950486333474762
2DOR_A,Enzyme,WAG,0.9958837485109255
2DOR_A,Enzyme,JTT,0.9959748740319957
2DOR_A,Enzyme,mtVer,0.9978492713652248
2DOR_A,Enzyme,gcpREV,0.9973333555599717
2DOR_A,Enzyme,JC69,0.9958988184876734
2JCW_A,Enzyme,LG,0.9996914613270531
2JCW_A,Enzyme,WAG,0.9998490006278258
2JCW_A,Enzyme,JTT,0.9998311010061504
2JCW_A,Enzyme,mtVer,0.9996911171393762
2JCW_A,Enzyme,gcpREV,0.9996543992950296
2JCW_A,Enzyme,JC69,0.9972283985243364
3CSM_A,Enzyme,LG,0.9978083221472495
3CSM_A,Enzyme,WAG,0.9963196676066451
3CSM_A,Enzyme,JTT,0.9957550076765902
3CSM_A,Enzyme,mtVer,0.9984121166835558
3CSM_A,Enzyme,gcpREV,0.9985834539620853
3CSM_A,Enzyme,JC69,0.9913775716561448
3ECA_A,Enzyme,LG,0.9995964479373883
3ECA_A,Enzyme,WAG,0.9996211850990742
3ECA_A,Enzyme,JTT,0.999687007213774
3ECA_A,Enzyme,mtVer,0.9994188341299124
3ECA_A,Enzyme,gcpREV,0.9994856908660533
3ECA_A,Enzyme,JC69,0.9988485406959505
3PVA_A,Enzyme,LG,0.9996753644595723
3PVA_A,Enzyme,WAG,0.9997001721205687
3PVA_A,Enzyme,JTT,0.9996494384797088
3PVA_A,Enzyme,mtVer,0.9993377243644244
3PVA_A,Enzyme,gcpREV,0.9994075216800493
3PVA_A,Enzyme,JC69,0.9989796387839925
7ATJ_A,Enzyme,LG,0.9997489513410457
7ATJ_A,Enzyme,WAG,0.9998259905073996
7ATJ_A,Enzyme,JTT,0.9998562747398038
7ATJ_A,Enzyme,mtVer,0.9992438364895477
7ATJ_A,Enzyme,gcpREV,0.9998511527531938
7ATJ_A,Enzyme,JC69,0.9996857050791284
ATP6,Mitochondria,LG,0.9993583940921266
ATP6,Mitochondria,WAG,0.9994582973999965
ATP6,Mitochondria,JTT,0.9991611060471735
ATP6,Mitochondria,mtVer,0.9986183540426533
ATP6,Mitochondria,gcpREV,0.9992498855099455
ATP6,Mitochondria,JC69,0.9969092620973444
ATP8,Mitochondria,LG,0.9965272889389459
ATP8,Mitochondria,WAG,0.9986156084283636
ATP8,Mitochondria,JTT,0.9991083579708104
ATP8,Mitochondria,mtVer,0.9976066450795438
ATP8,Mitochondria,gcpREV,0.9982870886372971
ATP8,Mitochondria,JC69,0.9987621822849834
atpA,Chloroplast,LG,0.9999947582984239
atpA,Chloroplast,WAG,0.9999951839061407
atpA,Chloroplast,JTT,0.999996572732738
atpA,Chloroplast,mtVer,0.9999911070270662
atpA,Chloroplast,gcpREV,0.9999955423123881
atpA,Chloroplast,JC69,0.9993483459175186
atpB,Chloroplast,LG,0.9999940536985006
atpB,Chloroplast,WAG,0.9999950338575513
atpB,Chloroplast,JTT,0.9999798086969485
atpB,Chloroplast,mtVer,0.9999867787350804
atpB,Chloroplast,gcpREV,0.9999865391407818
atpB,Chloroplast,JC69,0.9999348730519532
atpE,Chloroplast,LG,0.9999761086220786
atpE,Chloroplast,WAG,0.9999538649627459
atpE,Chloroplast,JTT,0.9999604555574699
atpE,Chloroplast,mtVer,0.9999233828217792
atpE,Chloroplast,gcpREV,0.9999653986650474
atpE,Chloroplast,JC69,0.99463659910182
atpF,Chloroplast,LG,0.9998923191575514
atpF,Chloroplast,WAG,0.9999200390919994
atpF,Chloroplast,JTT,0.9998889431636147
atpF,Chloroplast,mtVer,0.9999006708008383
atpF,Chloroplast,gcpREV,0.9998288836264889
atpF,Chloroplast,JC69,0.9925460682512665
atpH,Chloroplast,LG,0.9999623839191197
atpH,Chloroplast,WAG,1
atpH,Chloroplast,JTT,1
atpH,Chloroplast,mtVer,1
atpH,Chloroplast,gcpREV,1
atpH,Chloroplast,JC69,0.9998542257130408
atpI,Chloroplast,LG,0.9999833156679233
atpI,Chloroplast,WAG,0.9999940550149108
atpI,Chloroplast,JTT,0.9999846581000056
atpI,Chloroplast,mtVer,0.9999631794541354
atpI,Chloroplast,gcpREV,0.9999890688983687
atpI,Chloroplast,JC69,0.9985931418352234
ccsA,Chloroplast,LG,0.9997310138413531
ccsA,Chloroplast,WAG,0.9997676365083237
ccsA,Chloroplast,JTT,0.9997195391304877
ccsA,Chloroplast,mtVer,0.9998069133596851
ccsA,Chloroplast,gcpREV,0.9997035066352586
ccsA,Chloroplast,JC69,0.9972184193147474
COX1,Mitochondria,LG,0.9999905893484285
COX1,Mitochondria,WAG,0.9999908224957769
COX1,Mitochondria,JTT,0.999981348260491
COX1,Mitochondria,mtVer,0.9999733576840288
COX1,Mitochondria,gcpREV,0.9999672534807592
COX1,Mitochondria,JC69,0.9987971335761111
COX2,Mitochondria,LG,0.9999570086812369
COX2,Mitochondria,WAG,0.9999499151028982
COX2,Mitochondria,JTT,0.9999380925009811
COX2,Mitochondria,mtVer,0.9999114378833482
COX2,Mitochondria,gcpREV,0.9999271296990558
COX2,Mitochondria,JC69,0.9969145103993942
COX3,Mitochondria,LG,0.9999810848193852
COX3,Mitochondria,WAG,0.9999856447265876
COX3,Mitochondria,JTT,0.9999851380723741
COX3,Mitochondria,mtVer,0.9999378500998451
COX3,Mitochondria,gcpREV,0.9999788893037985
COX3,Mitochondria,JC69,0.9993247926414791
CYTB,Mitochondria,LG,0.99996749715724
CYTB,Mitochondria,WAG,0.9999768119940259
CYTB,Mitochondria,JTT,0.9999871177757355
CYTB,Mitochondria,mtVer,0.9999534257999665
CYTB,Mitochondria,gcpREV,0.9999742355514707
CYTB,Mitochondria,JC69,0.9985403929251255
matK,Chloroplast,LG,0.9995975757946143
matK,Chloroplast,WAG,0.9992053985767085
matK,Chloroplast,JTT,0.9996257339374666
matK,Chloroplast,mtVer,0.9998188004532815
matK,Chloroplast,gcpREV,0.999679571267905
matK,Chloroplast,JC69,0.9956862144941885
ND1,Mitochondria,LG,0.9999738017332646
ND1,Mitochondria,WAG,0.9999777821345085
ND1,Mitochondria,JTT,0.9999617157952911
ND1,Mitochondria,mtVer,0.9999242276704509
ND1,Mitochondria,gcpREV,0.9999820520187498
ND1,Mitochondria,JC69,0.9983348791873711
ND2,Mitochondria,LG,0.9999395884161455
ND2,Mitochondria,WAG,0.9999233544662991
ND2,Mitochondria,JTT,0.9999174995991413
ND2,Mitochondria,mtVer,0.9997931501633542
ND2,Mitochondria,gcpREV,0.9998213600072251
ND2,Mitochondria,JC69,0.9989978861265534
ND3,Mitochondria,LG,0.9993252026353713
ND3,Mitochondria,WAG,0.9994088984325344
ND3,Mitochondria,JTT,0.9990427293199454
ND3,Mitochondria,mtVer,0.9989381095734914
ND3,Mitochondria,gcpREV,0.9990061124086864
ND3,Mitochondria,JC69,0.9996455613302373
ND4,Mitochondria,LG,0.999890185053345
ND4,Mitochondria,WAG,0.999923477617231
ND4,Mitochondria,JTT,0.9999061014808599
ND4,Mitochondria,mtVer,0.9998484991691038
ND4,Mitochondria,gcpREV,0.9999040522782041
ND4,Mitochondria,JC69,0.9982560679501804
ND4L,Mitochondria,LG,0.9998515586343395
ND4L,Mitochondria,WAG,0.9998608357941052
ND4L,Mitochondria,JTT,0.9999505195447799
ND4L,Mitochondria,mtVer,0.9997649678377041
ND4L,Mitochondria,gcpREV,0.9999010390895596
ND4L,Mitochondria,JC69,0.9995670460168233
ND5,Mitochondria,LG,0.999594501159434
ND5,Mitochondria,WAG,0.9992789831729333
ND5,Mitochondria,JTT,0.9996129240093963
ND5,Mitochondria,mtVer,0.9994633874445794
ND5,Mitochondria,gcpREV,0.9996347223291743
ND5,Mitochondria,JC69,0.9984460414825153
ND6,Mitochondria,LG,0.9902224344626158
ND6,Mitochondria,WAG,0.9923801277398914
ND6,Mitochondria,JTT,0.9907763305648174
ND6,Mitochondria,mtVer,0.9864704821419191
ND6,Mitochondria,gcpREV,0.9893970900721224
ND6,Mitochondria,JC69,0.9873104935936943
ndhA,Chloroplast,LG,0.9999824025650101
ndhA,Chloroplast,WAG,0.9999809912385575
ndhA,Chloroplast,JTT,0.9999817851095443
ndhA,Chloroplast,mtVer,0.9999601301239849
ndhA,Chloroplast,gcpREV,0.9999803296798735
ndhA,Chloroplast,JC69,0.99798461531507765
ndhB,Chloroplast,LG,0.9996868951360097
ndhB,Chloroplast,WAG,0.9999785368109749
ndhB,Chloroplast,JTT,0.9999773803756097
ndhB,Chloroplast,mtVer,0.9999721009958832
ndhB,Chloroplast,gcpREV,0.9999726226494936
ndhB,Chloroplast,JC69,0.997941232372516
ndhC,Chloroplast,LG,0.9999777516235754
ndhC,Chloroplast,WAG,0.9999911006494302
ndhC,Chloroplast,JTT,0.9999644025977205
ndhC,Chloroplast,mtVer,0.9998609474932796
ndhC,Chloroplast,gcpREV,0.9999421542212958
ndhC,Chloroplast,JC69,0.9985905606553936
ndhD,Chloroplast,LG,0.9999840223475462
ndhD,Chloroplast,WAG,0.9999928292463218
ndhD,Chloroplast,JTT,0.9999925868555417
ndhD,Chloroplast,mtVer,0.9999812752432042
ndhD,Chloroplast,gcpREV,0.9999878400179443
ndhD,Chloroplast,JC69,0.9965297500213549
ndhE,Chloroplast,LG,0.9999379823454093
ndhE,Chloroplast,WAG,0.9999975192967703
ndhE,Chloroplast,JTT,0.9999305403957214
ndhE,Chloroplast,mtVer,0.9999776736463166
ndhE,Chloroplast,gcpREV,0.9999801543987776
ndhE,Chloroplast,JC69,0.9961722322140786
ndhF,Chloroplast,LG,0.9997682543444785
ndhF,Chloroplast,WAG,0.9998571033051151
ndhF,Chloroplast,JTT,0.9998510866488944
ndhF,Chloroplast,mtVer,0.9998291447990996
ndhF,Chloroplast,gcpREV,0.9998244864494552
ndhF,Chloroplast,JC69,0.9964870839679002
ndhG,Chloroplast,LG,0.9997467328538142
ndhG,Chloroplast,WAG,0.999742703455825
ndhG,Chloroplast,JTT,0.9995970749947044
ndhG,Chloroplast,mtVer,0.9996108891185301
ndhG,Chloroplast,gcpREV,0.9997812690316957
ndhG,Chloroplast,JC69,0.9835111290963195
ndhH,Chloroplast,LG,0.9878714223231055
ndhH,Chloroplast,WAG,0.9902249218870076
ndhH,Chloroplast,JTT,0.9901065355759936
ndhH,Chloroplast,mtVer,0.9844687110954258
ndhH,Chloroplast,gcpREV,0.990194082080743
ndhH,Chloroplast,JC69,0.9798720259688989
ndhI,Chloroplast,LG,0.9998936797002723
ndhI,Chloroplast,WAG,0.999911018174752
ndhI,Chloroplast,JTT,0.999946022072119
ndhI,Chloroplast,mtVer,0.9999345722299682
ndhI,Chloroplast,gcpREV,0.999950274894776
ndhI,Chloroplast,JC69,0.9968708851841777
ndhJ,Chloroplast,LG,0.9997757007668792
ndhJ,Chloroplast,WAG,0.9995401870877805
ndhJ,Chloroplast,JTT,0.9998805607254956
ndhJ,Chloroplast,mtVer,0.9998452337027164
ndhJ,Chloroplast,gcpREV,0.9998188782678483
ndhJ,Chloroplast,JC69,0.9952644797854572
ndhK,Chloroplast,LG,0.9994677879862827
ndhK,Chloroplast,WAG,0.9995818410844353
ndhK,Chloroplast,JTT,0.9995513228333405
ndhK,Chloroplast,mtVer,0.9996739339880546
ndhK,Chloroplast,gcpREV,0.9995821101821082
ndhK,Chloroplast,JC69,0.9974209386248805
petA,Chloroplast,LG,0.9999417143886257
petA,Chloroplast,WAG,0.9999744819287831
petA,Chloroplast,JTT,0.9999721620920293
petA,Chloroplast,mtVer,0.999978541615751
petA,Chloroplast,gcpREV,0.9999818038740375
petA,Chloroplast,JC69,0.997561581760949
petB,Chloroplast,LG,0.9999251138869333
petB,Chloroplast,WAG,0.9999233989232367
petB,Chloroplast,JTT,0.9999218745236976
petB,Chloroplast,mtVer,0.9998281239519752
petB,Chloroplast,gcpREV,0.9999464554560069
petB,Chloroplast,JC69,0.9998275520064268
petD,Chloroplast,LG,0.9997792811475809
petD,Chloroplast,WAG,0.999735578565117
petD,Chloroplast,JTT,0.9998204137095893
petD,Chloroplast,mtVer,0.9998226170926069
petD,Chloroplast,gcpREV,0.9995732528710805
petD,Chloroplast,JC69,0.9963292100194859
petG,Chloroplast,LG,1
petG,Chloroplast,WAG,1
petG,Chloroplast,JTT,1
petG,Chloroplast,mtVer,0.9998817757281441
petG,Chloroplast,gcpREV,1
petG,Chloroplast,JC69,0.9994679925246998
petN,Chloroplast,LG,0.9999380555640996
petN,Chloroplast,WAG,0.9999380555640996
petN,Chloroplast,JTT,1
petN,Chloroplast,mtVer,0.9999380555640996
petN,Chloroplast,gcpREV,1
petN,Chloroplast,JC69,0.996778989098117
psaA,Chloroplast,LG,0.9999981672581585
psaA,Chloroplast,WAG,0.9999984088464465
psaA,Chloroplast,JTT,0.9999969759747581
psaA,Chloroplast,mtVer,0.9999969676441994
psaA,Chloroplast,gcpREV,0.9999973758454153
psaA,Chloroplast,JC69,0.9996526502696421
psaB,Chloroplast,LG,0.9968581736028503
psaB,Chloroplast,WAG,0.9976393518188258
psaB,Chloroplast,JTT,0.997849763002322
psaB,Chloroplast,mtVer,0.995827954204237
psaB,Chloroplast,gcpREV,0.9969439284204029
psaB,Chloroplast,JC69,0.9976948351568228
psaJ,Chloroplast,LG,0.9996242092736802
psaJ,Chloroplast,WAG,0.9984968370947203
psaJ,Chloroplast,JTT,0.9991649094970668
psaJ,Chloroplast,mtVer,0.9992484185473602
psaJ,Chloroplast,gcpREV,0.9993736821228001
psaJ,Chloroplast,JC69,0.9977452556420803
psbA,Chloroplast,LG,0.9999990987208485
psbA,Chloroplast,WAG,0.9999978111767716
psbA,Chloroplast,JTT,0.9999970386445164
psbA,Chloroplast,mtVer,0.9999975536696005
psbA,Chloroplast,gcpREV,0.9999976824253493
psbA,Chloroplast,JC69,0.9999411572206437
psbB,Chloroplast,LG,0.9999988931621088
psbB,Chloroplast,WAG,0.9999980235037065
psbB,Chloroplast,JTT,0.9999984451556901
psbB,Chloroplast,mtVer,0.9999986559820644
psbB,Chloroplast,gcpREV,0.9999957044135862
psbB,Chloroplast,JC69,0.9994759015224327
psbC,Chloroplast,LG,0.9999925306167745
psbC,Chloroplast,WAG,0.9999976956158264
psbC,Chloroplast,JTT,0.9999950336553483
psbC,Chloroplast,mtVer,0.9999936430736304
psbC,Chloroplast,gcpREV,0.9999972585758479
psbC,Chloroplast,JC69,0.9999802933439942
psbD,Chloroplast,LG,0.9999683916158787
psbD,Chloroplast,WAG,0.9999925712972
psbD,Chloroplast,JTT,0.9999010964027234
psbD,Chloroplast,mtVer,0.9999806271306436
psbD,Chloroplast,gcpREV,0.9999949018713762
psbD,Chloroplast,JC69,0.9999930082826058
psbE,Chloroplast,LG,1
psbE,Chloroplast,WAG,1
psbE,Chloroplast,JTT,1
psbE,Chloroplast,mtVer,0.9999702081437821
psbE,Chloroplast,gcpREV,0.9999761666428333
psbE,Chloroplast,JC69,0.9999165809066831
psbF,Chloroplast,LG,1
psbF,Chloroplast,WAG,1
psbF,Chloroplast,JTT,1
psbF,Chloroplast,mtVer,1
psbF,Chloroplast,gcpREV,1
psbF,Chloroplast,JC69,0.9995096935360721
psbJ,Chloroplast,LG,0.9998185941043084
psbJ,Chloroplast,WAG,1
psbJ,Chloroplast,JTT,0.9996371882086167
psbJ,Chloroplast,mtVer,0.9996371882086167
psbJ,Chloroplast,gcpREV,1
psbJ,Chloroplast,JC69,0.9896598639455781
psbK,Chloroplast,LG,0.999551976344351
psbK,Chloroplast,WAG,0.999798389354958
psbK,Chloroplast,JTT,0.9997311858066108
psbK,Chloroplast,mtVer,0.9997759881721757
psbK,Chloroplast,gcpREV,0.9995071739787863
psbK,Chloroplast,JC69,0.9970430107526883
psbL,Chloroplast,LG,0.9994426435270901
psbL,Chloroplast,WAG,0.9994540242959189
psbL,Chloroplast,JTT,0.9989876585984365
psbL,Chloroplast,mtVer,0.9784329794457811
psbL,Chloroplast,gcpREV,0.9993630138544488
psbL,Chloroplast,JC69,0.9425434706992678
psbN,Chloroplast,LG,0.9998641765704583
psbN,Chloroplast,WAG,1
psbN,Chloroplast,JTT,1
psbN,Chloroplast,mtVer,1
psbN,Chloroplast,gcpREV,0.9998641765704583
psbN,Chloroplast,JC69,0.9995244726472732
psbT,Chloroplast,LG,0.9998347653668209
psbT,Chloroplast,WAG,1
psbT,Chloroplast,JTT,0.9999586904884673
psbT,Chloroplast,mtVer,1
psbT,Chloroplast,gcpREV,0.9998347653668209
psbT,Chloroplast,JC69,0.9993390614672835
rbcL,Chloroplast,LG,0.9999915383969916
rbcL,Chloroplast,WAG,0.9999959935585441
rbcL,Chloroplast,JTT,0.9999829165358034
rbcL,Chloroplast,mtVer,0.9999861216885609
rbcL,Chloroplast,gcpREV,0.9999887178626555
rbcL,Chloroplast,JC69,0.9996838434482762
rpl14,Chloroplast,LG,0.9999957814807001
rpl14,Chloroplast,WAG,0.9999915629614003
rpl14,Chloroplast,JTT,0.9999831259228009
rpl14,Chloroplast,mtVer,0.9999789074035011
rpl14,Chloroplast,gcpREV,0.9999915629614003
rpl14,Chloroplast,JC69,0.9962233347506202
rpl16,Chloroplast,LG,0.9977595470099406
rpl16,Chloroplast,WAG,0.9969074706828065
rpl16,Chloroplast,JTT,0.9981601154566224
rpl16,Chloroplast,mtVer,0.998102170137336
rpl16,Chloroplast,gcpREV,0.9983176191864436
rpl16,Chloroplast,JC69,0.9944768066363052
rpl20,Chloroplast,LG,0.9995573021253689
rpl20,Chloroplast,WAG,0.9994424354419893
rpl20,Chloroplast,JTT,0.9994130904310263
rpl20,Chloroplast,mtVer,0.9994432738849337
rpl20,Chloroplast,gcpREV,0.9993829065103362
rpl20,Chloroplast,JC69,0.9945131420650947
rpl22,Chloroplast,LG,0.9986508881718569
rpl22,Chloroplast,WAG,0.9986141663727802
rpl22,Chloroplast,JTT,0.9986137442700459
rpl22,Chloroplast,mtVer,0.9983810251903161
rpl22,Chloroplast,gcpREV,0.9983559081149309
rpl22,Chloroplast,JC69,0.9967513292535277
rpl36,Chloroplast,LG,0.9892720790079828
rpl36,Chloroplast,WAG,0.9296330206894254
rpl36,Chloroplast,JTT,0.9247664846248941
rpl36,Chloroplast,mtVer,0.9816202572807969
rpl36,Chloroplast,gcpREV,0.9866847568863786
rpl36,Chloroplast,JC69,0.9211133273408421
rpoB,Chloroplast,LG,0.9999562784302872
rpoB,Chloroplast,WAG,0.9999793964458739
rpoB,Chloroplast,JTT,0.9999757415191849
rpoB,Chloroplast,mtVer,0.9999736077449658
rpoB,Chloroplast,gcpREV,0.9999697032904118
rpoB,Chloroplast,JC69,0.9973246592443078
rpoC1,Chloroplast,LG,0.9998082048665053
rpoC1,Chloroplast,WAG,0.9998546048105189
rpoC1,Chloroplast,JTT,0.9998444998929771
rpoC1,Chloroplast,mtVer,0.9998923801420846
rpoC1,Chloroplast,gcpREV,0.9998027433070129
rpoC1,Chloroplast,JC69,0.9972746987871443
rpoC2,Chloroplast,LG,0.9992793371797811
rpoC2,Chloroplast,WAG,0.9995305769808857
rpoC2,Chloroplast,JTT,0.9995395950990635
rpoC2,Chloroplast,mtVer,0.9996008080920988
rpoC2,Chloroplast,gcpREV,0.9996117261893612
rpoC2,Chloroplast,JC69,0.9949836889999817
rps11,Chloroplast,LG,0.9998307074263142
rps11,Chloroplast,WAG,0.9998516774265434
rps11,Chloroplast,JTT,0.9996777803469655
rps11,Chloroplast,mtVer,0.9997708674304419
rps11,Chloroplast,gcpREV,0.9997949057872143
rps11,Chloroplast,JC69,0.9956740555986981
rps12,Chloroplast,LG,0.9992834115152089
rps12,Chloroplast,WAG,0.999378993700611
rps12,Chloroplast,JTT,0.9994141579943435
rps12,Chloroplast,mtVer,0.9986765547635451
rps12,Chloroplast,gcpREV,0.9989713094424747
rps12,Chloroplast,JC69,0.9952650363655803
rps14,Chloroplast,LG,0.9999587267192901
rps14,Chloroplast,WAG,0.9999931211198816
rps14,Chloroplast,JTT,0.9999656055994084
rps14,Chloroplast,mtVer,0.9999724844795268
rps14,Chloroplast,gcpREV,0.9999518478391717
rps14,Chloroplast,JC69,0.9988030686857297
rps15,Chloroplast,LG,0.999598043464053
rps15,Chloroplast,WAG,0.9997285491159055
rps15,Chloroplast,JTT,0.9998162486323052
rps15,Chloroplast,mtVer,0.9998402614289001
rps15,Chloroplast,gcpREV,0.9996533781018485
rps15,Chloroplast,JC69,0.99152550335974865
rps2,Chloroplast,LG,0.9999564600687665
rps2,Chloroplast,WAG,0.9999653085258962
rps2,Chloroplast,JTT,0.9999575837097121
rps2,Chloroplast,mtVer,0.9999498588816327
rps2,Chloroplast,gcpREV,0.9999318811135921
rps2,Chloroplast,JC69,0.9977068424091934
rps3,Chloroplast,LG,0.9999546689813517
rps3,Chloroplast,WAG,0.9998981780186434
rps3,Chloroplast,JTT,0.99993195407839
rps3,Chloroplast,mtVer,0.9998973879556027
rps3,Chloroplast,gcpREV,0.9999223743264046
rps3,Chloroplast,JC69,0.996580393831087
rps4,Chloroplast,LG,0.9999592951119463
rps4,Chloroplast,WAG,0.9999585412864715
rps4,Chloroplast,JTT,0.9999506264597701
rps4,Chloroplast,mtVer,0.9999004991250329
rps4,Chloroplast,gcpREV,0.999952134048856
rps4,Chloroplast,JC69,0.9985649623545422
rps7,Chloroplast,LG,0.9999827998881485
rps7,Chloroplast,WAG,0.9999755229329156
rps7,Chloroplast,JTT,0.9999708921554359
rps7,Chloroplast,mtVer,0.9999384765607806
rps7,Chloroplast,gcpREV,0.9999550151493098
rps7,Chloroplast,JC69,0.9936948314308177
rps8,Chloroplast,LG,0.9984301486825442
rps8,Chloroplast,WAG,0.9990386166764734
rps8,Chloroplast,JTT,0.9991402911393398
rps8,Chloroplast,mtVer,0.9995100837175854
rps8,Chloroplast,gcpREV,0.9995422737297313
rps8,Chloroplast,JC69,0.9916058226540141
ycf1,Chloroplast,LG,0.9994111620516045
ycf1,Chloroplast,WAG,0.9991476533064894
ycf1,Chloroplast,JTT,0.998812634213412
ycf1,Chloroplast,mtVer,0.9991930798345838
ycf1,Chloroplast,gcpREV,0.9993282593619003
ycf1,Chloroplast,JC69,0.997761427210263
ycf2,Chloroplast,LG,0.9998866277149099
ycf2,Chloroplast,WAG,0.999899067786954
ycf2,Chloroplast,JTT,0.9998289586241225
ycf2,Chloroplast,mtVer,0.9998736461155394
ycf2,Chloroplast,gcpREV,0.999862988112539
ycf2,Chloroplast,JC69,0.9982839508901129
ycf3,Chloroplast,LG,0.9998419357795342
ycf3,Chloroplast,WAG,0.9999451448522114
ycf3,Chloroplast,JTT,0.9998508751442299
ycf3,Chloroplast,mtVer,0.9999122317277427
ycf3,Chloroplast,gcpREV,0.9998715981640162
ycf3,Chloroplast,JC69,0.9970982692208418
ycf4,Chloroplast,LG,0.9996326495315428
ycf4,Chloroplast,WAG,0.999748997193317
ycf4,Chloroplast,JTT,0.9974466125221207
ycf4,Chloroplast,mtVer,0.9997916339965925
ycf4,Chloroplast,gcpREV,0.999768508761139
ycf4,Chloroplast,JC69,0.9977529768611266
